Unnamed: 0,Категория товара,Наименование,Ansal код,Ansal название,Цена Ansal Оптовая,Цена Ansal Розничная,Reld код,Reld название,Цена Reld Оптовая,Цена Reld Розничная,Bellini код,Bellini название,Цена Bellini Оптовая,Цена Bellini Розничная,Uriarte код,Uriarte название,Цена Uriarte Оптовая,Цена Uriarte Розничная,Fijamom код ,Fijamom название,Fijamom Цена Fijamom Оптовая,Цена Fijamom Розничная
,**Патрубок*,Codo jabonera-cuba SURREY 091-ZT6,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Патрубок*,Codo salida GAFA  2240280,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Патрубок*,Codo salida LG 5214FA3739,NOT_FOUND,Codo 5/16FMx1/4FM----de bronce-HEA82----,,,,,,,,,,,,,,,,,,
,**Патрубок*,Codo salida SAMSUNG DC67-00293A,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Разное стирка*,Codo salida LONGVIE CANDY LAVASECA,853068,Codo Drenaje 42009-000029 (TA8-32),,,,,,,,,,,,,,,,,,
,**Фильтр насоса*,Conjunto rejilla DREAN EXCELLENT/BLUE,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,СТИРАЛЬНЫЕ МАШИНЫ,Cono de polea DREAN 166,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Насосы*,Tobera DREAN m-nuevo,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Ручки люка*,Manija palanca AURORA m-nuevo 414,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Опоры*,Eje brida DREAN GOLD CTS 60 coronita (op.polea),NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Опоры*,Eje brida CTS 60 (op.polea) DREAN GOLD,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Насосы*,Tobera bomba desagote Askoll 30W Ø22x30mm ALLADIO/CANDY,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Насосы*,Tobera bomba desagote Askoll 30W Ø35x30mm ARISTON GAFA KENIA,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Насосы*,Tobera bomba desagote Askoll 30W ALISE DREAN GOLD,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Насосы*,Tobera bomba desagote Askoll 30W Ø24x22mm CANDY ELECTROLUX SIGMA,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Насосы*,Tobera bomba desagote Askoll 30W AURORITA SIAM,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Насосы*,Tobera bomba desagote Askoll 30W Ø39x30mm CANDY KENIA,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Разное стирка*,Filtro antiparasitario DREAN BLUE NEXT,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Манжет люка*,Fuelle LG lavaseca MDS63916501,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Манжет люка*,Fuelle LONGVIE 9550/412/512,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Манжет люка*,Fuelle LONGVIE lavaseca,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Манжет люка*,Fuelle LONGVIE LONGVIE 3616/4616 con pico,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,*Предохранители*,"Fusible 5x20mm 2,0A",NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,"*Кнопки,выключатели*",Interruptor 4 cont lavavajillas WLB-12A,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Опоры*,Porta rodamiento WT 720 820 WHIRLPOOL 2054,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Опоры*,Porta rodamiento CANDY 03 NAC HONGO,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Опоры*,Porta rodamiento CANDY 04 NAC HONGO,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**ЗАПЧАСТИ для пылесосов,Motor aspiradora agua polvo 1200W h170mm Ø140mm,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**ЗАПЧАСТИ для пылесосов,Motor aspiradora 1200W ELECTROLUX TRIO H110mm Ø105mm,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,СТИРАЛЬНЫЕ МАШИНЫ,Polea tambor Ø270mm DREAN BLUE 8.12,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Датчики уровны воды*,Presostato 6 contactos AWR 680 verde,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Датчики уровны воды*,Presostato 4 contactos DREAN,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Датчики уровны воды*,Presostato 2 contactos DREAN BLUE,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Датчики уровны воды*,Presostato 3 contactos PHILCO 708/AQUA PLUS,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**ТЭНы*,Resistencia lavarropa 1950W L200mm AURORA,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**ТЭНы*,Resistencia lavavajillas 1950W L300mm,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Амортизаторы*,Resorte suspensión 15 vueltas 45/47L,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Амортизаторы*,Resorte suspensión 20 vueltas 54L,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Опоры*,Rodamiento WHIRLPOOL 872 AWT 4083/8023/8025,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**ЗАПЧАСТИ для СВЧ,Ruedas microondas Ø200mm estrella,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Крестовины,Eje soporte MABE PATRICK grueso LPK 8kg 6206-6207 Ø47mm H87mm,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Крестовины,Eje soporte kit DREAN NEXT con polea Ø30mm H120mm,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Ручки люка*,Tirador almeja ELECTROLUX 500/800,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
, Направление  СБТ,Torque Sanyo m-viejo,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Разное стирка*,Abrazadera interior fuelle EXC/BLUE/AUROR,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Разное стирка*,Abrazadera interior fuelle DREAN NEXT,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**ЗАПЧАСТИ для бойлеров,Barra anodo M6 Ø19mm L210mm,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**ЗАПЧАСТИ для бойлеров,Barra anodo M6 Ø19mm L270mm,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**ЗАПЧАСТИ для бойлеров,Barra anodo M6 Ø19mm L450mm,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,*INDESIT,Bisagra cocina curva 90°  MACOSER SINGER DREAN AURORA,745202,KIT CURVA 90 Mach/Hemb.60/100  401000005,,,,,,,,,,,,,,,,,,
,"Фитинги медные, гайки","Codo de bronce Ø1/4""FM x 1/4""FM",NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,*З/Ч К СПЛИТ-СИСТЕМАМ,Codo drenaje split negro 90°,853068,Codo Drenaje 42009-000029 (TA8-32),,,,,,,,,,,,,,,,,,
,**Опоры*,Eje brida tambor 091 (Op.Polea) 5 tornillos,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Крепление люка*,Cable de freno L 520mm sin espuma DREAN BASIC,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Крепление люка*,Cable de freno L1120mm KOHINOOR A2042/A2052/A2062,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Крепление люка*,Cable de freno L1000mm KOHINOOR HTS 4200-342,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Крепление люка*,Cable de freno L1120mm KOHINOOR 765,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Крепление люка*,Cable de freno L 570mm SECARROPA QV 5.5/6.5,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Патрубок*,Codo vapor corto WHIRLPOOL AWG 371,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
, Направление  СБТ,Filtro para manguera de carga,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,СТИРАЛЬНЫЕ МАШИНЫ,Amortiguadores ajustables L480-620mm kit,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Термостаты*,Termostato horno GRILL 115°C 1/2 giro,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Термостаты*,Termostato horno GRILL 120°C 3/4 giro,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Манжет люка*,Fuelle tunel 902,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Амортизаторы*,Amortiguador 160N L170-280mm Ø10mm redondo,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Амортизаторы*,Amortiguador 50N L205mm PHILIPS WHIRLPOOL redondo,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**ЗАПЧАСТИ для бойлеров,"Barra anodo M26,5 Ø19mm L360mm",NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**ЗАПЧАСТИ для бойлеров,"Barra anodo M26,5 Ø21mm L435mm",NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**ЗАПЧАСТИ для бойлеров,"Barra anodo M26,5 Ø19mm L660mm",NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**ЗАПЧАСТИ для бойлеров,"Barra anodo M26,5 Ø21mm L660mm",NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,"**ЗАПЧАСТИ для духовок, электроплит",Caja de rodamiento para cocina ESKABE ESCORIAL,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**ЗАПЧАСТИ для пылесосов,Caño aspiradora Ø32mm L54cm,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Крепление люка*,Soporte codo universal lavarropas,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Патрубок*,Codo salida ELECTROLUX GAFA FUZZY ACQUAR 2970610,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Патрубок*,Codo entrada LONGVIE L6508/10/8010,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Крестовины,"Eje soporte EBISAS Ø25mm H128mm M11,5 COVENTRY PEABODY 05-05",NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Крестовины,Eje soporte LONGVIE 9550 05-05 Ø25mm H118mm eje frezado,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Крестовины,"Eje soporte Ø20mm H118mm M9,5   PHILIPS WHIRLPOOL 370/1/2",NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**ЗАПЧАСТИ для пылесосов,Filtro aspiradora Ø122x20x130mm KARCHER WD3200A/2400,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Манжет люка*,Fuelle ARISTON 858 lavaseca,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Манжет люка*,Fuelle ELECTROLUX EW1000/1230 lavaseca,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Манжет люка*,Fuelle LONGVIE 540 KENT/PATRICK,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Манжет люка*,Fuelle LONGVIE 9550/412/512/15,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Манжет люка*,Fuelle PHILIPS WHIRPLPOOL 1000 COVENTRY lavaseca,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,*З/Ч К ЭЛЕКТРОИНСТРУМЕНТУ,Interruptor 3 contactos ovalada,NOT_FOUND,Interruptor BlueStar SWITCH-1-----------,,,,,,,,,,,,,,,,,,
,*INDESIT,Bisagra cocina juego ELECTROLUX/GAFA MORELLI/ESKABE,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,"**ЗАПЧАСТИ для духовок, электроплит",Llave selectora LONGVIE HE3590,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**ЗАПЧАСТИ  для хлебопечек,Paleta fabricadora de pan ATMA RECCO Ø10mm,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**ЗАПЧАСТИ  для хлебопечек,Paleta fabricadora de pan MOULINEX Ø7mm,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,"**ЗАПЧАСТИ для духовок, электроплит",Pirometro industrial para cocina 600°C,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Датчики уровны воды*,Presostato 8 contactos LONGVIE 9550/80/412/5,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Датчики уровны воды*,Presostato 3 contactos PEABODY ENXUTA,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Патрубок*,Codo pulmon DREAN 166-11208,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Опоры*,Rodamiento INDESIT ARISTON Cod 056 maza eje soporte ITALY,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Опоры*,Rodamiento CANDY (l.polea) 04 CT82/103/WESTING ITALY,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Опоры*,Rodamiento CANDY (o.polea) 03 CTS41/62/WESTING ITALY,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Опоры*,Rodamiento ELECTROLUX/ZANUSSI 526/826 derecho ITALY,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Опоры*,Rodamiento PHILIPS WHIRLPOOL 902,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Опоры*,Rodamiento PHILIPS/WHIRLPOOL (l.polea) 091,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,"**ЗАПЧАСТИ для духовок, электроплит",Transformador cocina 5 salidas EMICOL/ESCORIAL/PALACE/MASTE,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,"**ЗАПЧАСТИ для духовок, электроплит",Transformador cocina 2 salidas horno,994498,Transformador Valv.SANHUA TM01----------,,,,,,,,,,,,,,,,,,
,"**ЗАПЧАСТИ для духовок, электроплит",Transformador cocina 6 salidas EMICOL LONGVIE/DOMEC/VOLCAN/BOSCH,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,"**ЗАПЧАСТИ для духовок, электроплит",Transformador cocina 6 salidas celeste PATRICK/MABE,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,"**ЗАПЧАСТИ для духовок, электроплит",Resistencia cocina  600W Ø160mm BRAM-METAL,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,"**ЗАПЧАСТИ для духовок, электроплит",Resistencia cocina 1200W Ø190mm BRAM-METAL,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,"**ЗАПЧАСТИ для духовок, электроплит",Resistencia cocina 1000W Ø155mm teflonado BRAM-METAL,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,"**ЗАПЧАСТИ для духовок, электроплит",Resistencia cocina 1500W Ø185mm teflonado BRAM-METAL,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,"**ЗАПЧАСТИ для духовок, электроплит",Resistencia cocina 1000W Ø165mm vitro ceramico BRAM-METAL,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,"**ЗАПЧАСТИ для духовок, электроплит",Resistencia cocina 2000W Ø200mm vitro ceramico BRAM-METAL,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
, Направление  СБТ,Caja SAMSUNG 100x100mm estriada,NOT_FOUND,ERROR,,,,,,,,,,,,,,,,,,
, Направление  СБТ,Torque PH708/AQUAPLUS,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**ЗАПЧАСТИ для бойлеров,"Sensor NTC LG 4,8kOm",NOT_FOUND,ERROR,,,,,,,,,,,,,,,,,,
,**Манжет люка*,Fuelle MIDEA TD100-1618WMIDG lavaseca,NOT_FOUND,ERROR,,,,,,,,,,,,,,,,,,
,**УБЛ*,Blocapuerta lavavajillas MIDEA WHIRLPOOL 17476000000048,NOT_FOUND,ERROR,,,,,,,,,,,,,,,,,,
,**УБЛ*,Blocapuerta lavavajillas PHILCO BGH SAMSUNG DD82-01144A,NOT_FOUND,ERROR,,,,,,,,,,,,,,,,,,
,**КЭНы*,Electrovalvula 2 vias 180° Ø10mm ficha 220V ARISTON,NOT_FOUND,ERROR,,,,,,,,,,,,,,,,,,
,**КЭНы*,Electrovalvula 1 via 180° Ø11mm 220V terminal FUZZY caliente,NOT_FOUND,ERROR,,,,,,,,,,,,,,,,,,
,**КЭНы*,Electrovalvula 1 via 180° Ø11mm 220V terminal FUZZY fria,NOT_FOUND,ERROR,,,,,,,,,,,,,,,,,,
,**Разное стирка*,Pata lavarropa 8mm H20mm,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,*THERMOWATT,Resistencia acero inoxidable calefon 1200W 220V L182mm PALETA,NOT_FOUND,ERROR,,,,,,,,,,,,,,,,,,
,*THERMOWATT,Resistencia bronce calefon 1200W 220V L214mm PALETA,NOT_FOUND,ERROR,,,,,,,,,,,,,,,,,,
,*THERMOWATT,Resistencia bronce calefon 1200W 220V L200mm RIÑON,NOT_FOUND,ERROR,,,,,,,,,,,,,,,,,,
,*THERMOWATT,Resistencia bronce calefon 1200W 220V L200mm PULMON,NOT_FOUND,ERROR,,,,,,,,,,,,,,,,,,
,**ТЭНы*,Resistencia lavarropa 1700W L255mm CONSONNI   LONGVIE 9550/412/512/15,NOT_FOUND,ERROR,,,,,,,,,,,,,,,,,,
,**ТЭНы*,Resistencia lavarropa 580W L180mm IRCA   CANDY ALISE 610,NOT_FOUND,ERROR,,,,,,,,,,,,,,,,,,
,**ТЭНы*,Resistencia lavarropa 1700W L255mm CONSONNI  LONGVIE 9580/517/2517,NOT_FOUND,ERROR,,,,,,,,,,,,,,,,,,
,**ТЭНы*,"Resistencia lavarropa 1800W con sensor L220,5mm MABE/PATRICK LPK06E10/LVM07E12",NOT_FOUND,ERROR,,,,,,,,,,,,,,,,,,
,**ТЭНы*,Resistencia lavarropa 2400W con sensor L240mm BLECKMANN  PHILIPS WHIRLPOOL 370/1/2,NOT_FOUND,ERROR,,,,,,,,,,,,,,,,,,
,*THERMOWATT,Resistencia termotanque ELECTROQUIL 1500W 220V Ø48mm para anodo M5 L300mm cobre,NOT_FOUND,ERROR,,,,,,,,,,,,,,,,,,
,*THERMOWATT,Resistencia termotanque 1500W 220V Ø93mm para anodo M5 L310mm inoxidable,NOT_FOUND,ERROR,,,,,,,,,,,,,,,,,,
,*THERMOWATT,"Resistencia termotanque THERMOWATT 1500W 220V Ø1 1/4"" L300mm con termostato cobre ",NOT_FOUND,ERROR,,,,,,,,,,,,,,,,,,
,*THERMOWATT,"Resistencia termotanque THERMOWATT 1500W 220V Ø1 1/4"" L290mm con termostato cobre",NOT_FOUND,ERROR,,,,,,,,,,,,,,,,,,
,"**ЗАПЧАСТИ для духовок, электроплит",Transformador cocina 6 salidas ORBIS/ARISTON/VOLCAN,NOT_FOUND,ERROR,,,,,,,,,,,,,,,,,,
,*INDESIT,Perilla cocina ARISTON blanca con aro,NOT_FOUND,ERROR,,,,,,,,,,,,,,,,,,
,**Крестовины,"Eje soporte SAMSUNG Ø30mm H150,6mm FH12mm DC97-15491A DC60-00068AJ",NOT_FOUND,ERROR,,,,,,,,,,,,,,,,,,
,**Разное стирка*,Patas kit antidezlizante regulables,NOT_FOUND,ERROR,,,,,,,,,,,,,,,,,,
,ХОЛОДИЛЬНАЯ ТЕХНИКА,Cooler 12V 3W 1870rpm SAMSUNG DA31-00342A DC12J,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,*Предохранители*,"Bimetal 2 cont PATRICK EMICOL 238C4341P001 2-[2,2]",NOT_FOUND,ERROR,,,,,,,,,,,,,,,,,,
,**Электронные блоки*,Controlador digital ELITECH STC-100A 1SO/1SA 220V,NOT_FOUND,ERROR,,,,,,,,,,,,,,,,,,
,**Щетки угольные*,"Carbones 5,0x13,5x36mm sandwich",NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Амортизаторы*,Amortiguador   80N L180-290mm 11mm LG PATRICK MABE,NOT_FOUND,ERROR,,,,,,,,,,,,,,,,,,
,*Испарители*,Placa evaporadora 400x400,NOT_FOUND,ERROR,,,,,,,,,,,,,,,,,,
,*Испарители*,Placa evaporadora 450x450,NOT_FOUND,ERROR,,,,,,,,,,,,,,,,,,
,Флекс,Cinta blanca con adhesivo 70mm x 20m COOLTECH,NOT_FOUND,ERROR,,,,,,,,,,,,,,,,,,
,**Щетки угольные*,"Carbon 5,0x11,0x33mm ELECTROLUX N169",NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Щетки угольные*,"Carbon 10,0x6,2x33mm DREAN N163",NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**УБЛ*,Blocapuerta CANDY AQUALTIS BOSCH SIEMENS AB,NOT_FOUND,ERROR,,,,,,,,,,,,,,,,,,
,**Датчики уровны воды*,Presostato SAMSUNG INVERTER DC96-01703G,NOT_FOUND,ERROR,,,,,,,,,,,,,,,,,,
,**Манжет люка*,Fuelle WHIRLPOOL 371 original,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**ЗАПЧАСТИ для СВЧ,Transformador microondas MD-803CMR-1,NOT_FOUND,ERROR,,,,,,,,,,,,,,,,,,
, Направление  СБТ,Pila LR44 Mini,NOT_FOUND,ERROR,,,,,,,,,,,,,,,,,,
, Направление  СБТ,Espuma 300ml UNIFIX,NOT_FOUND,ERROR,,,,,,,,,,,,,,,,,,
,**Манжет люка*,Fuelle DREAN GOLD rectangular con soporte,NOT_FOUND,ERROR,,,,,,,,,,,,,,,,,,
,**Манжет люка*,Fuelle CANDY 4 ojales rectangular,NOT_FOUND,ERROR,,,,,,,,,,,,,,,,,,
,**Разное стирка*,"Cangilon agitador L180mm CS 6K DREAN GOLD 8,6/10,6",NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Разное стирка*,Cangilon agitador L225mm WHIRLPOOL WLFC,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Щетки угольные*,"Carbon 3,9x8,9x33mm N170 G.E. 7700/7800",NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,СТИРАЛЬНЫЕ МАШИНЫ,Polea motor C12 TECH 5.05,NOT_FOUND,ERROR,,,,,,,,,,,,,,,,,,
,СТИРАЛЬНЫЕ МАШИНЫ,Polea motor CODINI CF6510,NOT_FOUND,ERROR,,,,,,,,,,,,,,,,,,
,**Амортизаторы*,Resorte suspencion DREAN GOLD 6kg,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Амортизаторы*,Resorte suspencion DREAN GOLD 8kg CS,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Манжет люка*,Fuelle DREAN 900/1000 con drenaje,NOT_FOUND,ERROR,,,,,,,,,,,,,,,,,,
,**Манжет люка*,Fuelle ELECTROLUX 600/8800/1000 LG,NOT_FOUND,ERROR,,,,,,,,,,,,,,,,,,
,**Манжет люка*,Fuelle SAMSUNG Lavaseca DC94-03235A WD6000 WD90,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Манжет люка*,Fuelle lavaseca WHIRLPOOL 337 KOHINOOR 2014 sin descarga,NOT_FOUND,ERROR,,,,,,,,,,,,,,,,,,
,*INDESIT,Jabonera movil NEXT ELECTROLUX Bgh WHIRLPOOL 3C D14,NOT_FOUND,ERROR,,,,,,,,,,,,,,,,,,
,*ERRECOM,Inyector fluidos refrigerantes aluminio MM.Srl,NOT_FOUND,ERROR,,,,,,,,,,,,,,,,,,
,*Предохранители*,Termoclupa L 900mm 8x1,NOT_FOUND,ERROR,,,,,,,,,,,,,,,,,,
,*Конденсаторы бытовые*,Condensador BAMBI 2F 1200 860x500mm,NOT_FOUND,ERROR,,,,,,,,,,,,,,,,,,
,*Конденсаторы бытовые*,Condensador BAMBI 2F 1600 Nofrost 1050x600mm,NOT_FOUND,ERROR,,,,,,,,,,,,,,,,,,
,*CASTOLIN,Protector para soldar ALUCIN W-59,NOT_FOUND,ERROR,,,,,,,,,,,,,,,,,,
,**ТЭНы*,Resistencia lavarropa 1950W L220mm 230V TF-DREAN 166/169/189,NOT_FOUND,ERROR,,,,,,,,,,,,,,,,,,
,**ТЭНы*,Resistencia lavarropa 1950W L240mm 230V con NTC CS-GOLD,NOT_FOUND,ERROR,,,,,,,,,,,,,,,,,,
,**Амортизаторы*,Amortiguador 80N L165-260mm Ø10/13mm redondo LG 1904 carga frontal,,,,,,,,,,,,,,,,,,,,
,**Амортизаторы*,Amortiguador 120N L230-320mm Ø11mm redondo LONGVIE CANDY,,,,,,,,,,,,,,,,,,,,
,**Амортизаторы*,Amortiguador   50N L175mm redondo WHIRLPOOL,,,,,,,,,,,,,,,,,,,,
,**Амортизаторы*,Amortiguador 250N L210-230mm Ø10mm redondo WHIRLPOOL,,,,,,,,,,,,,,,,,,,,
,*МЕТИЗЫ,"Arandela plana Ø1/4""",,,,,,,,,,,,,,,,,,,,
,*МЕТИЗЫ,"Arandela plana Ø3/16""",,,,,,,,,,,,,,,,,,,,
,*З/Ч К СПЛИТ-СИСТЕМАМ,Forzador split exterior 20W YDK20-6(F) derecho,,,,,,,,,,,,,,,,,,,,
,*З/Ч К СПЛИТ-СИСТЕМАМ,Forzador split exterior 20W YDK20-4K izquierdo,,,,,,,,,,,,,,,,,,,,
,*З/Ч К СПЛИТ-СИСТЕМАМ,Forzador split Interior 14W Relay FN14A,,,,,,,,,,,,,,,,,,,,
,**Пластик*,Bandeja plastica para compresor,,,,,,,,,,,,,,,,,,,,
,***Вентиляторы бытовые*,"Motor vastago 70mm Ø3,2mm 13V MIDEA PATRICK",,,,,,,,,,,,,,,,,,,,
,"*Кнопки,выключатели*","Interruptor heladera ELECTROLUX 2 cont 0,25A",,,,,,,,,,,,,,,,,,,,
,"*Кнопки,выключатели*","Interruptor heladera GAFA 3 cont 0,5A",,,,,,,,,,,,,,,,,,,,
,**Фреон большие баллоны*,Refrigerante R-141B 500gr REFRIOIL,,,,,,,,,,,,,,,,,,,,
,"**Таймеры,реле,предохранители*",Rele COMPELA 1/3HP RP3510,,,,,,,,,,,,,,,,,,,,
,"**Таймеры,реле,предохранители*",Rele COMPELA 1/4HP RP4215,,,,,,,,,,,,,,,,,,,,
,"**Таймеры,реле,предохранители*",Rele COMPELA 1/5HP RP4015,,,,,,,,,,,,,,,,,,,,
,"**Таймеры,реле,предохранители*",Rele COMPELA 1/3+HP RP5108,,,,,,,,,,,,,,,,,,,,
,"**Таймеры,реле,предохранители*",Rele tipo compela 1/8HP China,,,,,,,,,,,,,,,,,,,,
,**Ручки люка*,Tirador puerta DREAN AURORA-4115,,,,,,,,,,,,,,,,,,,,
,**Ручки люка*,Tirador puerta WHIRPOOL 210-215,,,,,,,,,,,,,,,,,,,,
,**Ручки люка*,Tirador puerta LONGVIE 412,,,,,,,,,,,,,,,,,,,,
,БЫТОВАЯ ТЕХНИКА,Lampara 20W microondas con zocalo,,,,,,,,,,,,,,,,,,,,
,**Термостаты*,Termostato planchas 10A 220V,957410,680610001,,,,,,,,,,,,,,,,,,
,**ЗАПЧАСТИ для пылесосов,Motor aspiradora 1400W WAP,,,,,,,,,,,,,,,,,,,,
,**ЗАПЧАСТИ для пылесосов,Bolsa de papel KARCHER WD3/WD3200 x 5,,,,,,,,,,,,,,,,,,,,
